"避難先名称","避難が予想される住民の地区名","指定場所","管轄市町村名","避難種別","災害区分","土砂災害・浸水・津波浸水予測地域","緊急避難場所レベル（風水害）","緊急避難場所レベル（津波）","耐震性","備蓄の有無","備蓄品目（備蓄の有無）","備蓄品目（食料の有無）","備蓄品目（備蓄品目）","標高（メートル）","経度：東経（世界測地系10進法）","緯度：北緯（世界測地系10進法）","発電機（発電機の有無）","発電機（発動発電機（可搬型））","発電機（自家発電機）","施設面積（平米）屋内","施設面積（平米）屋外","収容人数","収容人数（一時）","所在地","備考1","備考２-１","備考２-２"
"美浜合同宿舎","吉原東地区","","美浜町","避難場所","津波　","津波浸水予測地域","","☆☆","","","","","",0,135.147497,33.8888203,"","","",0,0,0,283,"美浜町大字吉原98-2","",""
"カンフォータブル一番館","上田井  入山","津波は３Ｆ以上","美浜町","避難場所","津波　","津波浸水予測地域","","☆☆","","","","","",3,135.143826,33.903723,"","","",0,0,0,250,"美浜町大字和田2102-1","",""
"ホテルグリーンヒル美浜","上田井  入山","津波は３Ｆ以上","美浜町","避難場所","津波　","津波浸水予測地域","","☆☆","","","","","",3,135.143328,33.90321,"","","",0,0,0,100,"美浜町大字和田2193-0","",""
"WAY美浜店","田井畑","","美浜町","避難場所","津波　","津波浸水予測地域","","☆","","","","","",2.5,135.151766,33.88634,"","","",0,924,0,900,"美浜町大字田井426-2","",""
"田井畑コミュニティセンター","田井畑","","美浜町","避難場所","津波　","津波浸水予測地域","","☆","耐震　","","","","",2.5,135.151198,33.884877,"","","",0,71,0,70,"美浜町大字田井462-4","",""
"浜ノ瀬避難タワー","浜ノ瀬","","美浜町","避難場所","津波　","津波浸水予測地域","","☆☆","耐震　","","","","",5.8,135.151964,33.88046035,"","","",0,22,0,130,"美浜町大字浜ノ瀬71-0","",""
"松原高台","新浜  田井畑  浜ノ瀬","","美浜町","避難場所","津波　","津波浸水予測地域","","☆☆☆","","有","○","○","パン",9,135.142970556537,33.8900652533045,"○","","",0,0,0,2000,"美浜町大字吉原958-267","",""
"ひまわりこども園","吉原  和田東","津波は屋上","美浜町","避難場所","津波　","津波浸水予測地域","","☆☆","耐震　","","","","",7,135.139289,33.893571,"","","",0,400,400,400,"美浜町大字吉原602-1","",""
"入山高台８","入山","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.127546383966,33.9003231071944,"","","",0,0,0,180,"美浜町大字和田2933-0","",""
"三宝寺周辺","上田井 入山","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.141752,33.9067731,"","","",0,0,0,200,"美浜町大字和田2957-0","",""
"入山高台７","入山","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.14334,33.9083686,"","","",0,0,0,150,"美浜町大字和田3237-0","",""
"入山高台６","入山","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.141046239911,33.9137293363334,"","","",0,0,0,50,"美浜町大字和田2754-0","",""
"入山高台５","入山","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.134785596793,33.9152457326398,"","","",0,0,0,80,"美浜町大字和田2640-0","",""
"入山高台４","入山","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.13790939811,33.9116083359381,"","","",0,0,0,56,"美浜町大字和田3120-0","",""
"入山高台３","入山","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.127546383966,33.9003231071944,"","","",0,0,0,100,"美浜町大字和田3026-1","",""
"入山高台２","入山","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.140081389792,33.9048196830594,"","","",0,0,0,40,"美浜町大字和田2907-0","",""
"入山高台１","入山","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.139593,33.904162,"","","",0,0,0,150,"美浜町大字和田3265-0","",""
"美浜町役場","和田東  和田東中","津波は屋上","美浜町","避難場所","津波　","津波浸水予測地域","","☆☆","耐震　","","","","",8.9,135.133262,33.893806,"○","","○",0,625,0,600,"美浜町大字和田1138-278","",""
"今池周辺","和田西中","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",22,135.127546383966,33.9003231071944,"","","",0,0,0,200,"美浜町大字和田1471-1","",""
"下池付近の高台","和田西中","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",21.7,135.127546383966,33.9003231071944,"","","",0,0,0,390,"美浜町大字和田1524-0","",""
"谷口川砂防ダム周辺","和田西","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",15,135.123092,33.8991935,"","","",0,0,0,900,"美浜町大字和田2070-2","",""
"本の脇高台３","本の脇","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",14,135.119672,33.8967489,"","","",0,0,0,75,"美浜町大字和田1802-0","",""
"本の脇高台２","本の脇","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",17,135.127546383966,33.9003231071944,"","","",0,0,0,75,"美浜町大字和田2062-0","",""
"本の脇高台１","本の脇","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.127546383966,33.9003231071944,"","","",0,0,0,100,"美浜町大字和田2038-0","",""
"三尾高台１６","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.086658341097,33.8930300617889,"","","",0,0,0,50,"美浜町大字三尾772-2","",""
"三尾高台１５","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.086658341097,33.8930300617889,"","","",0,0,0,200,"美浜町大字三尾1045-0","",""
"三尾高台１４","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.086658341097,33.8930300617889,"","","",0,0,0,200,"美浜町大字三尾1057-0","",""
"三尾高台１３","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.086658341097,33.8930300617889,"","","",0,0,0,120,"美浜町大字三尾1107-0","",""
"三尾高台１２","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.086658341097,33.8930300617889,"","","",0,0,0,60,"美浜町大字三尾1703-1","",""
"三尾高台１１","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.076477699411,33.8942761247936,"","","",0,0,0,100,"美浜町大字三尾1798-5","",""
"三尾高台１０","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.086658341097,33.8930300617889,"","","",0,0,0,113,"美浜町大字三尾1936-1","",""
"三尾高台９","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.077038,33.8903448,"","","",0,0,0,112,"美浜町大字三尾1920-1","",""
"三尾高台８","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.086658341097,33.8930300617889,"","","",0,0,0,60,"美浜町大字三尾601-8","",""
"三尾高台７","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.086658341097,33.8930300617889,"","","",0,0,0,60,"美浜町大字三尾332-0","",""
"三尾高台６","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.086658341097,33.8930300617889,"","","",0,0,0,50,"美浜町大字三尾291-0","",""
"三尾高台５","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.086658341097,33.8930300617889,"","","",0,0,0,100,"美浜町大字三尾93-17","",""
"三尾高台４","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.095760071991,33.889498729958,"","","",0,0,0,200,"美浜町大字三尾57-0","",""
"三尾高台３","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.086658341097,33.8930300617889,"","","",0,0,0,256,"美浜町大字三尾77-0","",""
"三尾高台２","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.086658341097,33.8930300617889,"","","",0,0,0,80,"美浜町大字三尾216-18","",""
"三尾高台１","三尾","","美浜町","避難場所","津波　","","","☆☆☆","","","","","",20,135.086658,33.8930301,"","","",0,0,0,100,"美浜町大字三尾629-0","",""
"新浜さざなみ荘","新浜","","美浜町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　大規模な火事","","☆☆☆","","","","","","",7.5,135.1436573,33.88545092,"","","",89,0,54,0,"美浜町大字吉原1093-3","",""
"和田小学校","和田西中、和田東中、和田東","津波は屋上","美浜町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆☆","","有","○","○","アルファ米",8,135.131648,33.8956238,"","","",0,529,500,0,"美浜町大字和田1138-176","",""
"浜ノ瀬住民会館","浜ノ瀬","","美浜町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　大規模な火事","","☆☆☆","","耐震　","","","","",6.8,135.14874,33.8822989,"","","",64,0,39,39,"美浜町大字浜ノ瀬356-55","",""
"畜産センター","和田西","","美浜町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　大規模な火事","","☆☆☆","","耐震　","","","","",12,135.1263388,33.89621078,"","","",64,0,35,0,"美浜町大字和田1138-26","",""
"旧三尾小学校","三尾","","美浜町","避難所を兼ねる避難場所","洪水　高潮　内水氾濫　地震　津波　大規模な火事","","","☆☆☆","耐震　","有","○","○","アルファ米等",15.9,135.086433,33.8919377,"○","","",951,0,600,0,"美浜町大字三尾778-0","",""
"法善寺","三尾","","美浜町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　大規模な火事","津波浸水予測地域","☆☆☆","","耐震　","","","","",14.4,135.085458,33.889581,"","","",0,0,119,0,"美浜町大字三尾382-0","",""
"美浜町地域福祉センター","和田東  和田東中","津波は３Ｆ","美浜町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆☆","耐震　","","","","",8.9,135.1340476,33.8937916,"","","",792,0,244,0,"美浜町大字和田1138-326","",""
"松洋中学校","新浜","津波は３Ｆ","美浜町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆☆","耐震　","","","","",9,135.142525513925,33.8880492517791,"","","",467,0,935,0,"美浜町大字吉原958-0","",""
"松原小学校","吉原  新浜  上田井 田井畑 浜ノ瀬","津波は３Ｆ以上","美浜町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆☆","耐震　","有","○","○","アルファ米等",5.9,135.144602281417,33.8893303451183,"","","",0,695,650,0,"美浜町大字吉原774-5","",""
"浜ノ瀬分館","浜ノ瀬","","美浜町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　大規模な火事","","☆☆☆","","耐震　","","","","",5.8,135.151746,33.8803908,"","","",56,0,34,0,"美浜町大字浜ノ瀬71-0","",""
"松原地区公民館","吉原","津波は３Ｆ","美浜町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆☆","耐震　","","","","",5.9,135.1446584,33.889772,"","","",160,0,63,0,"美浜町大字吉原771-4","",""
"中央公民館","本の脇  和田西  和田西中","","美浜町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　大規模な火事","津波浸水予測地域","☆☆☆","","耐震　","","","","",8,135.127546383966,33.9003231071944,"","","",275,0,104,0,"美浜町大字和田1138-177","",""
"風速荘","三尾","","美浜町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　大規模な火事","","☆☆☆","","耐震　","","","","",9.6,135.083338,33.890126,"","","",0,0,89,0,"美浜町大字三尾475-0","",""
