"避難先名称","避難が予想される住民の地区名","指定場所","管轄市町村名","避難種別","災害区分","土砂災害・浸水・津波浸水予測地域","緊急避難場所レベル（風水害）","緊急避難場所レベル（津波）","耐震性","備蓄の有無","備蓄品目（備蓄の有無）","備蓄品目（食料の有無）","備蓄品目（備蓄品目）","標高（メートル）","経度：東経（世界測地系10進法）","緯度：北緯（世界測地系10進法）","発電機（発電機の有無）","発電機（発動発電機（可搬型））","発電機（自家発電機）","施設面積（平米）屋内","施設面積（平米）屋外","収容人数","収容人数（一時）","所在地","備考1","備考２-１","備考２-２"
"広川町民会館","熊之町  学園町  旭町","","広川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆","","耐震　","","","","",5,135.1772308,34.0235406,"","","",0,0,210,0,"広川町大字広572-0","",""
"広川町風力発電所（広川明神山風力発電所西空き地）","西広  山本","","広川町","避難所を兼ねる避難場所","地震　津波　大規模な火事","","","☆☆☆","耐震　","","","","",82,135.154635,34.0170219,"","","",0,0,1000,1000,"広川町大字山本1959-2","",""
"広川町青少年の家","岩淵","","広川町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆","","耐震　","","","","",211,135.247376,33.994679,"","","",0,0,32,0,"広川町大字下津木2088-0","",""
"広川町なごみ交流センター","広(東町）","","広川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆","","耐震　","","","","",6,135.178828,34.026152,"","","",0,0,263,0,"広川町大字広369-0","",""
"広川なかよし子ども園","広(東町）","","広川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆","","耐震　","","","","",7,135.177614,34.023483,"","","",0,0,496,0,"広川町大字広583-0","",""
"広川町B&G海洋センター","広（西町）","","広川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆","","耐震　","","","","",3,135.167472,34.0253614,"","","",0,0,395,0,"広川町大字広1121-3","",""
"広小学校３階","広（西町）  広(東町）","津波の時は3階以上","広川町","避難所を兼ねる避難場所","洪水　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆","耐震　","","","","",5,135.1761388,34.023366,"","","",0,0,812,0,"広川町大字広631-0","",""
"広公民館","広（西町）","","広川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆","","耐震　","","","","",6,135.17422,34.025897,"","","",0,0,50,0,"広川町大字広538-1","",""
"熊之町集会所","熊之町","","広川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆☆","","","","","","",3,135.181778,34.026952,"","","",0,0,30,0,"広川町大字広66-2","S56.2.28完成",""
"岩淵集会所","岩淵","","広川町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆","","耐震　","","","","",355,135.2464831,33.988117,"","","",0,0,30,0,"広川町大字下津木1897-0","",""
"河瀬集会所","河瀬","","広川町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　大規模な火事","土砂災害予測地域　浸水予測地域　","☆","","耐震　","","","","",35,135.193822,33.996378,"","","",0,0,30,0,"広川町大字河瀬172-0","",""
"猿川ふれあいセンター","猿川","","広川町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆","","耐震　","","","","",144,135.204469,33.9881114,"","","",0,0,30,0,"広川町大字下津木107-0","",""
"井関農業会館","井関","","広川町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　大規模な火事","土砂災害予測地域　浸水予測地域　","☆","","","","","","",0,135.1921,34.0040601,"","","",0,0,35,0,"広川町大字井関676-1","",""
"旭・学園集会所","学園町  旭町","","広川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆","","","","","","",5,135.178095,34.024097,"","","",0,0,50,0,"広川町大字広441-0","S51～52完成",""
"たちばな支援学校","天皇区","","広川町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆","","耐震　","","","","",9,135.165893,34.0244514,"","","",0,0,450,0,"広川町大字和田21-0","",""
"広文化会館","広(東町）","","広川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆","","耐震　","","","","",6,135.178656,34.027036,"","","",0,0,180,0,"広川町大字広167-0","",""
