名称,避難が予想される住民の地区名,,,指定場所,市町村名,種別,災害区分,"土砂災害・浸水・津波浸水予測地域","緊急避難先レベル",,耐震性,備蓄の有無,備蓄品目,,,標高（m）,"経度：東経(世界測地系10進法)","緯度：北緯(世界測地系10進法)",発電機,,,"施設面積（㎡）",,収容人数,収容人数(一時）,所在地,備考
わんぱく公園周辺,大野,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,19.8,135.2327780 ,34.1580030 ,,,,,,,,海南市大野中995-2,
上神田地区高台周辺,日方,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,24,135.2199680 ,34.1601940 ,,,,,,,,海南市日方1397,
神田地蔵寺,日方,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,10,135.2180450 ,34.1602090 ,,,,,,,,海南市日方828,
井田地蔵寺,日方 大野,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,9.8,135.2221380 ,34.1571170 ,,,,,,,,海南市井田102,
室山配水池周辺,黒江 船尾 亀川,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,55.8,135.2075260 ,34.1664850 ,,,,,,,,海南市黒江265,
室山古墳登山道周辺,黒江 船尾,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,14,135.2063880 ,34.1724550 ,,,,,,,,海南市黒江47,
海南医療センター（屋上）,日方 内海,,,津波時は屋上,海南市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,2,135.2106167 ,34.1539723 ,○,,○,,,650,650,海南市日方1522-1,
海南合同宿舎２号棟（5階以上）,日方  ,,,津波時は５階以上,海南市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1,135.2058620 ,34.1560410 ,,,,,,700,,海南市日方1274-3,
海南合同宿舎１号棟（5階以上）,日方  ,,,津波時は５階以上,海南市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1,135.2058890 ,34.1556970 ,,,,,,600,,海南市日方1274-3,
マンションニューハマ（屋上）,日方  ,,,津波時は屋上,海南市,避難場所,津波,津波浸水予測地域,,☆,,,,,,2,135.2084320 ,34.1539170 ,,,,,,100,,海南市日方1289-27,
クレンツ海南（屋上）,日方  ,,,津波時は屋上,海南市,避難場所,津波,津波浸水予測地域,,☆,,,,,,1,135.2091130 ,34.1558990 ,,,,,,400,,海南市日方1271-99,
国道42号冷水バス停周辺,冷水,,,,海南市,避難場所,津波,土砂災害予測地域　,,☆☆☆,,,,,,24.6,135.1893530 ,34.1412530 ,,,,,,,,海南市冷水598,
国道42号冷水中バス停周辺,冷水,,,,海南市,避難場所,津波,土砂災害予測地域　,,☆☆☆,,,,,,22.6,135.1916400 ,34.1412350 ,,,,,,,,海南市冷水379,
国道42号冷水駅前バス停周辺,冷水,,,,海南市,避難場所,津波,土砂災害予測地域　浸水予測地域　,,☆☆☆,,,,,,21,135.1934340 ,34.1412020 ,,,,,,,,海南市冷水308,
拝待団地周辺,下津  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,14,135.1512667 ,34.1069583 ,,,,,,,,海南市下津町　小原1495,
長保寺周辺,大崎 下津 ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,31,135.1656490 ,34.1080180 ,,,,,,,,海南市下津町　上688,
元火葬場周辺,日方,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,15,135.2178083 ,34.1618361 ,,,,,,,,海南市日方788,
船尾山ハイキングコース周辺,黒江 船尾,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,10,135.1959580 ,34.1618900 ,,,,,,,,海南市船尾342-7,
西方寺周辺,下津  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,10,135.1352690 ,34.1086990 ,,,,,,,,海南市下津町　下津2464,
阿弥陀寺上の道路,下津  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,15,135.1425420 ,34.1070840 ,,,,,,,,海南市下津町　下津1331,
紀文レストラン駐車場,下津  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,12.2,135.1458160 ,34.1084740 ,,,,,,,,海南市下津町　下津705,
禅定寺,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,9.8,135.1473180 ,34.1204610 ,,,,,,,,海南市下津町　方1157,
横山農道周辺,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,20,135.1436240 ,34.1274530 ,,,,,,,,海南市下津町　方1665-4,
女良古墳周辺,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,18,135.1462720 ,34.1308460 ,,,,,,,,海南市下津町　大崎1373-2,
教徳寺周辺,塩津  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,11.2,135.1653600 ,34.1348150 ,,,,,,,,海南市下津町　塩津82,
極楽寺周辺,塩津  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,25.6,135.1659540 ,34.1326150 ,,,,,,,,海南市下津町　塩津881,
藤白神社周辺,内海,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,17.1,135.2093950 ,34.1443250 ,,,,,,,,海南市藤白466,
日限地蔵周辺,内海  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,23.9,135.2159780 ,34.1482600 ,,,,,,,,海南市鳥居284,
柿本神社,日方,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,14,135.2134030 ,34.1599710 ,,,,,,,,海南市日方600,
公園地山,日方 黒江 船尾,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,26,135.2109540 ,34.1595840 ,,,,,,,,海南市日方1307,
城山地区集会所周辺,日方 黒江 船尾,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,10.3,135.2074920 ,34.1616320 ,,,,,,,,海南市日方149-1,
元プライスカット駐車場周辺,黒江 船尾 亀川,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,8.7,135.2097390 ,34.1688080 ,,,,,,,,海南市岡田611-1,
中言神社周辺,黒江 船尾,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,9.9,135.2059340 ,34.1642930 ,,,,,,,,海南市黒江931,
浄國寺周辺,黒江 船尾,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,18,135.2043260 ,34.1634860 ,,,,,,,,海南市黒江976,
招魂山ちびっ子広場周辺,黒江 船尾,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,11.8,135.1960312 ,34.1558672 ,,,,,,,,海南市船尾19-3,
妙覚寺周辺,黒江 船尾,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,15,135.2012050 ,34.1628370 ,,,,,,,,海南市船尾622,
㈱キンタロー駐車場周辺,黒江 船尾,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,15.3,135.1980360 ,34.1610030 ,,,,,,,,海南市船尾317-2,
ホテル裏側周辺,黒江 船尾 ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,14,135.1937290 ,34.1605400 ,,,,,,,,海南市船尾398-1,
恵友病院（6階）,黒江 船尾 ,,,津波時は6階,海南市,避難場所,津波,津波浸水予測地域,,☆,,,,,,1,135.1992740 ,34.1590930 ,,,,,,100,,海南市船尾264-2,
石本病院（屋上）,黒江 船尾 ,,,津波時は屋上,海南市,避難場所,津波,津波浸水予測地域,,☆,,,,,,2,135.1954330 ,34.1592600 ,,,,,,250,,海南市船尾365,
下津保健福祉センター,大崎 下津,,,津波時は屋上,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,津波浸水予測地域,☆☆☆,☆,耐震　,有,○,○,アルファ米、毛布、保温シート、トイレ袋、マスク、おむつ（子ども用・大人用）、メガホン、救急箱、懐中電灯、ラジオ等,4,135.1539090 ,34.1160640 ,○,,○,,,205,200,海南市下津町　上14-6,
下津第二中学校,大崎,,,津波時は3階,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆☆,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,7,135.1645930 ,34.1281970 ,○,,○,,,825,400,海南市下津町　下287-2,
亀川小学校,亀川,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,15,135.2384470 ,34.1714710 ,○,,○,,,772,1545,海南市且来655,
室山保育所,黒江 船尾 亀川,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆☆☆,,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,8,135.2074294 ,34.1686702 ,○,,○,,,280,,海南市黒江222,
海南下津高等学校,大崎,,,津波時は3階,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆☆,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,5,135.1576860 ,34.1276460 ,○,,○,,,646,200,海南市下津町　丸田87,
下津防災コミュニティセンター　下津行政局,大崎,,,津波時は屋上,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,津波浸水予測地域,☆☆☆,☆,耐震　,有,○,○,アルファ米、飲料水、毛布、保温シート、トイレ袋、トイレテント、簡易トイレ、メガホン、救急箱、懐中電灯、ラジオ等,4,135.1559880 ,34.1253610 ,○,,○,,,111,400,海南市下津町　丸田217-1,
総合体育館周辺,日方 大野 ,,,,海南市,避難場所,地震　津波,,,☆☆☆,,有,○,○,貯水槽（100ｔ）、毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ、飲料水、アルファ米 等,22,135.2305375 ,34.1564213 ,○,,○,,,,,海南市大野中1106,
巽コミュニティセンター,巽,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,48,135.2552781 ,34.1573677 ,○,,○,,,107,214,海南市阪井274,
住民センター,巽 中野上,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,59,135.2736727 ,34.1604143 ,○,,○,,,213,426,海南市沖野々443-5,
智辯学園,黒江 亀川,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,39,135.2115850 ,34.1735648 ,,,,,,,,和歌山市冬野2066-1,
梅田ゲートボール場,大崎 加茂,,,,海南市,広域避難場所,地震　,,,,,,,,,39,135.1787640 ,34.1298550 ,,,,,,4535,,海南市下津町　梅田552-3,
港ふれあい公園,下津,,,,海南市,広域避難場所,地震　津波,,,☆☆☆,,有,○,,担架、車いす、リヤカー、救急工具セット、ロープ、保温シート等,15,135.1458140 ,34.1144850 ,,,,,,3234,,海南市下津町　下津27-3,
別院広場,北野上 中野上,,,,海南市,広域避難場所,地震　,,,,,,,,,40,135.2782549 ,34.1715908 ,,,,,,13816,,海南市別院636-1,
東部市民運動場,南野上 巽 中野上,,,,海南市,広域避難場所,地震　,,,,,,,,,100,135.2770450 ,34.1505540 ,,,,,,29175,,海南市木津382,
沖野々公園,巽 中野上,,,,海南市,広域避難場所,地震　,,,,,,,,,70,135.2727673 ,34.1649480 ,,,,,,2501,,海南市沖野々278-6,
沖野々スポーツ広場,巽 中野上,,,,海南市,広域避難場所,地震　,,,,,,,,,70,135.2730820 ,34.1634130 ,,,,,,8310,,海南市沖野々278-1,
海南中央公園,日方 大野,,,,海南市,広域避難場所,地震　,,,,,,,,,17,135.2313245 ,34.1576747 ,,,,,,,,海南市大野中1006,
海南駅前広場,日方 内海,,,,海南市,広域避難場所,地震　,津波浸水予測地域,,,,,,,,3,135.2150221 ,34.1531847 ,,,,,,6200,,海南市名高530,
