名称,避難が予想される住民の地区名,,,指定場所,市町村名,種別,災害区分,"土砂災害・浸水・津波浸水予測地域","緊急避難先レベル",,耐震性,備蓄の有無,備蓄品目,,,標高（m）,"経度：東経(世界測地系10進法)","緯度：北緯(世界測地系10進法)",発電機,,,"施設面積（㎡）",,収容人数,収容人数(一時）,所在地,備考
,,,,,,,,,風水害,津波,,,備蓄の有無,食料の有無,備蓄品目,,,,発電機の有無,発動発電機（可搬型）,自家発電機,屋内,屋外,,,,
特別養護老人ホーム田辺の郷,中屋敷町  下屋敷町  新屋敷町,,,,田辺市,避難場所,津波,津波浸水予測地域,,☆☆,耐震　,,,,,21,135.3546240 ,33.7443410 ,,,,,734,730,,田辺市芳養松原１丁目31-10,標高は屋上
田辺市医師会館,  中屋敷町、下屋敷町、新屋敷町,,,,田辺市,避難場所,津波,津波浸水予測地域,,☆☆,耐震　,,,,,17,135.3781860 ,33.7275210 ,,,,,95,90,,田辺市新屋敷町1-8,標高は屋上
万呂小泉高台,高雄  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,15,135.3879690 ,33.7383650 ,,,,,,,,田辺市下万呂,
八幡宮裏高台,高雄　湊,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,35,135.3862667 ,33.7361444 ,,,,,,,,田辺市高雄３丁目1-31,
愛宕山,下屋敷町  南新町  湊,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,35,135.3851611 ,33.7353472 ,,,,,,,,田辺市高雄２丁目11,
西八王子宮,下屋敷町  南新町  湊,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,21,135.3653470 ,33.7340570 ,,,,,,,,田辺市上の山２丁目,
TKCビル,古尾  稲成 ,,,,田辺市,避難場所,津波,津波浸水予測地域,,☆☆,耐震　,,,,,26,135.3811700 ,33.7306330 ,,,,,182,180,,田辺市下屋敷町30-1,標高は屋上
アルティエホテル紀伊田辺,新屋敷町  末広 扇ヶ浜,,,,田辺市,避難場所,津波,津波浸水予測地域,,☆☆,耐震　,,,,,31,135.3814070 ,33.7310470 ,,,,,106,100,,田辺市下屋敷町1-77,標高は屋上
丸惣食品,紺屋町  栄町  高雄,,,,田辺市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,8,135.3721550 ,33.7374570 ,,,,,195,190,,田辺市古尾14-8,標高は屋上
労働金庫田辺支店,上屋敷 中屋敷町 ,,,,田辺市,避難場所,津波,津波浸水予測地域,,☆☆,耐震　,,,,,18,135.3788980 ,33.7258450 ,,,,,212,210,,田辺市末広町4-30,標高は屋上
紀陽銀行田辺支店,芳養町  ,,,北側の高台,田辺市,避難場所,津波,津波浸水予測地域,,☆☆,耐震　,,,,,16,135.3780380 ,33.7346140 ,,,,,336,330,,田辺市高雄１丁目16-20,標高は屋上
NTT西日本田辺別館ビル,  上屋敷町,,,,田辺市,避難場所,津波,津波浸水予測地域,,☆☆,耐震　,,,,,18,135.3749320 ,33.7317160 ,,,,,360,360,,田辺市上屋敷１丁目6-1,標高は屋上
関西電力田辺社宅付近,稲成  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,26,135.3898100 ,33.7491450 ,,,,,,,,田辺市秋津町,
三四六方面（和歌山トヨタ付近）, 上の山、稲成町,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,55.4,135.3664990 ,33.7377092 ,,,,,,,,田辺市上の山１丁目,
三四六総合運動公園（Ｈ27.9完成予定）,明洋  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,31.8,135.3621990 ,33.7404230 ,,,,,,,,田辺市明洋１丁目,
明洋団地方面,芳養町  明洋 ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,18.8,135.3606480 ,33.7393820 ,,,,,,,,田辺市明洋１丁目,
はやざと霊苑,芳養町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,32.9,135.3489370 ,33.7513370 ,,,,,,,,田辺市芳養町,
芳養団地方面,芳養町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,30.4,135.3608140 ,33.7525770 ,,,,,,,,田辺市芳養町,
硲池付近,芳養町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,30.7,135.3544520 ,33.7604710 ,,,,,,,,田辺市芳養町,
井原隧道北西高台,芳養町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,20,135.3434743 ,33.7481267 ,,,,,,,,田辺市芳養町,
旧井原会館裏高台,芳養松原 芳養町 ,,,北側の高台,田辺市,避難場所,津波,,,☆☆☆,,,,,,25,135.3460937 ,33.7475003 ,,,,,,,,田辺市芳養町,
人造坂,芳養町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,24.3,135.3458400 ,33.7482060 ,,,,,,,,田辺市芳養町,
芳養才治谷付近,芳養松原  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,37,135.3492032 ,33.7497470 ,,,,,,,,田辺市芳養町986,
白雲稲荷大明神,  芳養松原、芳養町,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,15,135.3530250 ,33.7510250 ,,,,,,,,田辺市芳養町1476-2,
バークミン工場裏高台,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,25,135.3978820 ,33.7096630 ,,,,,,,,田辺市新庄町,
県道南紀白浜空港線,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,17.2,135.4022920 ,33.7100160 ,,,,,,,,田辺市新庄町,
新庄幼稚園裏高台,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,20.8,135.4073930 ,33.7165390 ,,,,,,,,田辺市新庄町,
北長みやび葬祭場方面,芳養松原 新庄町 ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,15.3,135.4078550 ,33.7172270 ,,,,,,,,田辺市新庄町,
北長４２号バイパス,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,11.7,135.4060200 ,33.7200380 ,,,,,,,,田辺市新庄町,
ニトリ方面高台,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,16.1,135.4041960 ,33.7219220 ,,,,,,,,田辺市新庄町,
白浜ビーチゴルフ場,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,36,135.3857480 ,33.6901530 ,,,,,,,,田辺市新庄町3724-1,
白浜ビーチゴルフ入口高台,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,20,135.3836778 ,33.6954250 ,,,,,,,,田辺市新庄町,
鳥の巣集会所裏高台,新庄町 たきない ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,20,135.3821417 ,33.7002667 ,,,,,,,,田辺市新庄町,
内之浦若宮神社,新庄町 たきない ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,20,135.3821917 ,33.7010694 ,,,,,,,,田辺市新庄町,
滝内３０１８番地公園裏高台,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,20,135.9398820 ,33.7007750 ,,,,,,,,田辺市栄町3018,
白梅団地公園,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,15.6,135.3981250 ,33.7061810 ,,,,,,,,田辺市新庄町,
東跡の浦団地,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,19,135.3991917 ,33.7087278 ,,,,,,,,田辺市新庄町,
新庄中学校グランド南側,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,20.7,135.4011390 ,33.7130210 ,,,,,,,,田辺市新庄町,
森林管理署の裏山,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,32.7,135.3993210 ,33.7173420 ,,,,,,,,田辺市新庄町2345-1,
二の丸団地,新庄町  ,,,,田辺市,避難場所,津波,,,☆,,,,,,15.4,135.4037861 ,33.7152056 ,,,,,,,,田辺市新庄町,
梅ヶ丘団地,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,11.5,135.4038528 ,33.7135278 ,,,,,,,,田辺市新庄町,
大潟神社,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,15,135.4067990 ,33.7157970 ,,,,,,,,田辺市新庄町1441,
新庄北長北原観音堂,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,18.9,135.4065361 ,33.7202861 ,,,,,,,,田辺市新庄町,
橋谷バイパス沿い団地,  新庄町,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,14.5,135.4033980 ,33.7122995 ,,,,,,,,田辺市新庄町,
橋谷天満宮,新庄町  ,,,国道４２号方面の高台,田辺市,避難場所,津波,,,☆☆☆,,,,,,18,135.3996583 ,33.7256083 ,,,,,,,,田辺市新庄町,
ニトリ方面高台,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,17.7,135.4040760 ,33.7224190 ,,,,,,,,田辺市新庄町,
橋谷呼び上げ地蔵さん山林,文里  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,20,135.4027500 ,33.7215556 ,,,,,,,,田辺市新庄町,
文里一丁目の団地,文里  ,,,,田辺市,避難場所,津波,,,☆,,,,,,11,135.3915944 ,33.7212500 ,,,,,,,,田辺市文里１丁目,
文里一丁目公園裏高台,神子浜  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,18.9,135.3917667 ,33.7183556 ,,,,,,,,田辺市文里１丁目,
神子浜雨降り地蔵周辺,文里  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,16,135.3882361 ,33.7233444 ,,,,,,,,田辺市神子浜１丁目,
文里二丁目高台,神子浜  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,19,135.3888111 ,33.7213806 ,,,,,,,,田辺市文里２丁目,
神子浜祇園八坂神社周辺,神子浜  ,,,,田辺市,避難場所,津波,,,☆,,,,,,5.8,135.3847083 ,33.7218750 ,,,,,,,,田辺市神子浜２丁目,
神子浜神楽神社裏,天神﨑  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,20.6,135.3854450 ,33.7206820 ,,,,,,,,田辺市神子浜２丁目16-9,
立戸町内会館付近,磯間  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,13.8,135.3582090 ,33.7311780 ,,,,,,,,田辺市天神崎32-33,
磯間日吉神社の高台,磯間  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,14,135.3836910 ,33.7214700 ,,,,,,,,田辺市磯間23-33,
磯間覚照寺裏の高台,古尾  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,26,135.3829060 ,33.7224370 ,,,,,,,,田辺市磯間17-16,
古尾願成寺,古尾  ,,,八立稲神社方面の高台,田辺市,避難場所,津波,,,☆☆☆,,,,,,6,135.3718340 ,33.7361810 ,,,,,,,,田辺市古尾18-5,
八立稲神社,古尾  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,33.7,135.3709100 ,33.7362560 ,,,,,,,,田辺市古尾,
天神霊苑,天神﨑  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,26.6,135.3602840 ,33.7319220 ,,,,,,,,田辺市天神崎19-17,
天神集会所付近,目良 天神崎 ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,27.2,135.3592510 ,33.7342860 ,,,,,,,,田辺市天神崎2-37,
シーサイド天神崎公園,目良 天神崎 ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,15,135.3558944 ,33.7325556 ,,,,,,,,田辺市目良,
天神グラウンド,目良 天神崎 ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,24,135.3583310 ,33.7335160 ,,,,,,,,田辺市天神崎27-8,
オーシティー田辺付近,湊 東陽  東山,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,27,135.3887480 ,33.7292060 ,,,,,,,,田辺市東山１丁目5-1,
ファミールヴィラ紀伊田辺付近,湊 東陽  東山,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,22,135.3863944 ,33.7290583 ,,,,,,,,田辺市東陽,
創価学会田辺文化会館,文里  ,,,,田辺市,避難場所,津波,津波浸水予測地域,,☆,,,,,,5,135.3902140 ,33.7179910 ,,,,,,,,田辺市文里１丁目23-36,
牟婁保育所,江川  ,,,,田辺市,避難場所,津波,津波浸水予測地域,,☆,耐震　,有,○,,毛布など,10,135.3704190 ,33.7311580 ,,,,,250,250,,田辺市江川16-1,標高は屋上
橋谷避難広場,新庄町  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,20,135.4016639 ,33.7237528 ,,,,,2500,1000,,田辺市新庄町,
文里地区津波避難タワー,文里,,,,田辺市,避難場所,津波,津波浸水予測地域,,☆,,有,○,,毛布など,10,135.3909389 ,33.7164222 ,,,,,45,100,,田辺市文里１丁目736-251,標高は避難ステージ
衣笠中学校,上三栖 中三栖  下三栖 城山台,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆☆,,耐震　,有,○,,,25,135.4291840 ,33.7376769 ,,,,2181,,661,,田辺市中三栖147-1,
伏菟野小学校,伏菟野,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆☆,,耐震　,有,○,,,196,135.4411333 ,33.7893189 ,,,,184,,56,,田辺市伏菟野110,
秋津川小学校,秋津川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,,,179,135.4271628 ,33.7936968 ,,,,574,,174,,田辺市秋津川683,
上秋津農村環境改善センター,上秋津,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,浸水予測地域　,☆☆☆,,耐震　,有,○,,毛布,15,135.4045276 ,33.7550719 ,,,,471,,143,,田辺市上秋津2046,
秋津多目的研修センター,秋津町  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,有,○,,毛布,6,135.3926631 ,33.7475492 ,,,,125,,38,,田辺市秋津町227-30,
東陽中学校,東陽 神子浜,,,津波時は校舎３階,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　高潮　地震　,津波浸水予測地域,☆☆☆,,耐震　,有,○,○,非常食・毛布・アルミマットなど,5.9,135.3875907 ,33.7270706 ,○,,○,1445,,438,,田辺市神子浜１丁目4-66,
田辺市民総合センター,紺屋町  北新町  栄町 高雄 湊,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　高潮　,浸水予測地域　津波浸水予測地域,☆☆,,,有,○,,毛布など,3,135.3774650 ,33.7355104 ,○,,○,580,,176,,田辺市高雄１丁目23-1,
芳養公民館,芳養松原 芳養町,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　高潮　地震　,津波浸水予測地域,☆☆☆,,耐震　,有,○,,毛布,7.9,135.3543683 ,33.7475807 ,,,,333,,101,,田辺市芳養松原１丁目15-8,
中芳養小学校,中芳養,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　,☆,,耐震　,有,○,○,毛布,24,135.3554355 ,33.7781253 ,,,,745,,226,,田辺市中芳養1815,
上芳養農村環境改善センター,上芳養,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　津波,土砂災害予測地域　,☆,,耐震　,有,○,,毛布,62,135.3740363 ,33.8013739 ,,,,620,,188,,田辺市上芳養3165,
