名称,避難が予想される住民の地区名,,,指定場所,市町村名,種別,災害区分,"土砂災害・浸水・津波浸水予測地域","緊急避難先レベル",,耐震性,備蓄の有無,備蓄品目,,,標高（m）,"経度：東経(世界測地系10進法)","緯度：北緯(世界測地系10進法)",発電機,,,"施設面積（㎡）",,収容人数,収容人数(一時）,所在地,備考
名草神社（安原）,安原,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,16,135.2140260 ,34.1850942 ,,,,,,,,和歌山市冬野2107,津波避難目標地点
本渡公園,安原,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,5,135.2169885 ,34.1769563 ,,,,,,,1586,和歌山市本渡369,屋外避難場所
中言神社（安原）,安原,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,23,135.1985770 ,34.1931184 ,,,,,,,,和歌山市吉原,津波避難目標地点
八幡神社（安原）,安原,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,20,135.2310030 ,34.1946920 ,,,,,,,,和歌山市相坂,津波避難目標地点
東中学校,安原（岡崎　西山東　東山東）,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆,耐震　,有,○,○,アルファ化米・乾パン・飲料水・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ・浄水装置,2.2,135.2244994 ,34.2007779 ,,,,,,2676,6969,和歌山市松原337,屋内避難場所
赤津広場,安原,,,,和歌山市,避難場所,地震　津波,津波浸水予測地域,,☆☆,,,,,,3.7,135.2156256 ,34.1909771 ,,,,,,,1303,和歌山市冬野165-1,屋外避難場所
安原小学校,安原,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,4.7,135.2248450 ,34.1921563 ,,,,,,1561,3379,和歌山市江南239,屋内避難場所
南出島公園,宮前,,,,和歌山市,避難場所,地震　津波,津波浸水予測地域,,☆,,,,,,2,135.1915678 ,34.2172253 ,,,,,,,498,和歌山市南出島29-16,屋外避難場所
東和中学校,宮前,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆,耐震　,有,○,○,アルファ化米・乾パン・飲料水・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,1.5,135.1908498 ,34.2123205 ,,,,,,1590,5326,和歌山市杭ノ瀬116,屋内避難場所
手平第二公園,宮前,,,,和歌山市,避難場所,地震　津波,津波浸水予測地域,,☆,,,,,,1.1,135.1891240 ,34.2177560 ,,,,,,,511,和歌山市手平２丁目223-1,屋外避難場所
杭ノ瀬北公園,宮前,,,,和歌山市,避難場所,地震　津波,津波浸水予測地域,,☆,,,,,,1.9,135.1959635 ,34.2139233 ,,,,,,,1569,和歌山市杭ノ瀬62-1,屋外避難場所
杭ノ瀬公園,宮前,,,,和歌山市,避難場所,地震　津波,津波浸水予測地域,,☆☆,,,,,,2,135.1995940 ,34.2135598 ,,,,,,,1569,和歌山市杭ノ瀬8-1,屋外避難場所
宮前小学校,宮前,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　津波浸水予測地域,☆☆☆,☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ・浄水装置,1.9,135.1864091 ,34.2130033 ,,,,,,2688,4778,和歌山市北中島１丁目7-4,屋内避難場所
和歌山東公園(体育館含む),宮　岡崎,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,,,,,4,135.1978376 ,34.2194941 ,,,,,,391,15984,和歌山市北出島133,屋内避難場所
鳴神公園,宮,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,5.2,135.2090697 ,34.2327418 ,,,,,,,1196,和歌山市鳴神951,屋外避難場所
日進中学校,宮（宮北　三田）,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,有,○,○,アルファ化米・乾パン・飲料水・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,3.9,135.2034652 ,34.2283011 ,,,,,,3653,7222,和歌山市秋月365-3,屋内避難場所
南太田公園,宮,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,4.1,135.1967124 ,34.2284924 ,,,,,,,834,和歌山市太田４丁目8,屋外避難場所
太田第四公園,宮,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,4.2,135.1926310 ,34.2304169 ,,,,,,,668,和歌山市太田１丁目8-2,屋外避難場所
太田第二公園,宮,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,4.7,135.1950460 ,34.2316681 ,,,,,,,506,和歌山市太田２丁目12-14,屋外避難場所
太田第一公園,宮,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,4.8,135.1980030 ,34.2305579 ,,,,,,,505,和歌山市太田３丁目2,屋外避難場所
太田小学校,宮　宮北,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,4.7,135.1988301 ,34.2341451 ,,,,,,1376,3979,和歌山市太田636,屋内避難場所
出水公園,宮,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,5,135.2042259 ,34.2344245 ,,,,,,,702,和歌山市秋月75-1,屋外避難場所
向陽中学校・高等学校,宮（宮北　三田）,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,,,,,4.7,135.1997047 ,34.2275597 ,,,,,,3777,11313,和歌山市太田127,屋内避難場所
宮小学校,宮　岡崎,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,4,135.2061372 ,34.2252673 ,,,,,,2209,4246,和歌山市秋月475,屋内避難場所
城東公園,宮北,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,3.5,135.1863372 ,34.2329559 ,,,,,,,677,和歌山市友田町３丁目29-1,屋外避難場所
黒田公園,宮北,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,4.7,135.1963935 ,34.2337505 ,,,,,,,822,和歌山市黒田２丁目4,屋外避難場所
宮北小学校,宮北,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,3.8,135.1920300 ,34.2380539 ,,,,,,1451,2677,和歌山市納定21,屋内避難場所
宮北公園,宮北,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,3.9,135.1949688 ,34.2387980 ,,,,,,,661,和歌山市黒田359-1,屋外避難場所
湊小学校,湊,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,津波浸水予測地域,☆☆☆,☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,4.1,135.1445482 ,34.2333278 ,,,,,,1326,2697,和歌山市湊２丁目17-40,屋内避難場所
湊公園,湊,,,,和歌山市,避難場所,地震　津波,津波浸水予測地域,,☆,,,,,,4.4,135.1472478 ,34.2332471 ,,,,,,,716,和歌山市湊３丁目301,屋外避難場所
松江小学校,松江　貴志,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　津波浸水予測地域,☆☆☆,☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,1.5,135.1348537 ,34.2520163 ,,,,,,2008,5369,和歌山市松江　北４丁目1-1,屋内避難場所
河西中学校,松江（木本）,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　津波浸水予測地域,☆☆☆,☆☆,耐震　,有,○,○,アルファ化米・乾パン・飲料水・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ・浄水装置,2.4,135.1310505 ,34.2510502 ,,,,,,2804,7137,和歌山市松江　北５丁目19-1,屋内避難場所
河西コミュニティセンター,松江,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　津波浸水予測地域,☆☆☆,☆,耐震　,,,,,1.7,135.1343740 ,34.2493338 ,,,,,,884,884,和歌山市松江　北２丁目20-7,屋内避難場所
本町小学校,本町,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,3.4,135.1760289 ,34.2370009 ,,,,,,1466,2299,和歌山市住吉町1,屋内避難場所
堀止公園,吹上,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,7.9,135.1732121 ,34.2149416 ,,,,,,,383,和歌山市堀止東１丁目4-23,屋外避難場所
吹上小学校,吹上,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,7.6,135.1703370 ,34.2163350 ,,,,,,1460,3147,和歌山市吹上４丁目1-15,屋内避難場所
吹上公園,吹上,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,6.6,135.1755691 ,34.2165093 ,,,,,,,327,和歌山市堀止東２丁目10,屋外避難場所
桐蔭中学校・高等学校,吹上　芦原　宮前（砂山　今福）,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆☆☆,耐震　,,,,,8.1,135.1742600 ,34.2182455 ,,,,,,3951,9791,和歌山市吹上５丁目6-18,屋内避難場所
南片原公園,広瀬,,,,和歌山市,避難場所,地震　津波,津波浸水予測地域,,☆,,,,,,2.3,135.1808486 ,34.2229554 ,,,,,,,771,和歌山市雄松町１丁目12,屋外避難場所
広瀬小学校,広瀬　芦原,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,3.1,135.1793582 ,34.2255825 ,,,,,,1526,3318,和歌山市広瀬中ノ丁１丁目5,屋内避難場所
岡東公園,広瀬,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,3,135.1800062 ,34.2252208 ,,,,,,,3553,和歌山市広瀬中ノ丁１丁目16,屋外避難場所
岡公園,広瀬,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,4.5,135.1756176 ,34.2258496 ,,,,,,,6116,和歌山市岡山丁3,屋外避難場所
東山東小学校,東山東,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,15.8,135.2595235 ,34.2032519 ,,,,,,968,2587,和歌山市山東中52-1,屋内避難場所
野崎西小学校,野崎,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　津波浸水予測地域,☆☆☆,☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,1.7,135.1516415 ,34.2511718 ,,,,,,1474,3215,和歌山市梶取301-3,屋内避難場所
野崎小学校,野崎,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　津波浸水予測地域,☆☆☆,☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,2,135.1588088 ,34.2437832 ,,,,,,1467,3169,和歌山市野崎130-1,屋内避難場所
野崎公園,野崎,,,,和歌山市,避難場所,地震　,津波浸水予測地域,,☆,,,,,,2.4,135.1581486 ,34.2466715 ,,,,,,,1354,和歌山市野崎191-1,屋外避難場所
福島小学校,野崎,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,津波浸水予測地域,☆☆☆,☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,2.6,135.1638648 ,34.2513568 ,,,,,,1382,3549,和歌山市福島135-4,屋内避難場所
福島公園,野崎,,,,和歌山市,避難場所,地震　津波,土砂災害予測地域　浸水予測地域　津波浸水予測地域,,☆,,,,,,1.8,135.1640947 ,34.2518604 ,,,,,,,955,和歌山市福島120-1,屋外避難場所
河北中学校,野崎　湊,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　津波浸水予測地域,☆☆☆,☆☆,耐震　,有,○,○,アルファ化米・乾パン・飲料水・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,2.4,135.1527169 ,34.2410674 ,,,,,,2485,7889,和歌山市北島370-1,屋内避難場所
山東小学校,西山東,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,9.4,135.2415488 ,34.2014786 ,,,,,,1511,2749,和歌山市吉礼326,屋内避難場所
口須佐公園,西山東,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,7.2,135.2473178 ,34.2049237 ,,,,,,,504,和歌山市口須佐51-4,屋外避難場所
花山団地付近,西和佐,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,25,135.2197550 ,34.2307860 ,,,,,,,,和歌山市鳴神,津波避難目標地点
紀伊風土記の丘,西和佐,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,25,135.2295900 ,34.2278850 ,,,,,,,,和歌山市岩橋,津波避難目標地点
西和佐小学校,西和佐,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,6.4,135.2270591 ,34.2387666 ,,,,,,1521,1521,和歌山市栗栖84-1,屋内避難場所
岩橋公園,西和佐,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,7.1,135.2246182 ,34.2312945 ,,,,,,,,和歌山市岩橋1560-1,屋外避難場所
スカイタウンつつじが丘方面,西脇,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,70,135.0986030 ,34.2674700 ,,,,,,,,和歌山市つつじが丘,津波避難目標地点
磯の浦東部避難場所,西脇,,,磯の浦自治会整備地内,和歌山市,避難場所,津波,,,☆☆☆,,,,,,25,135.0949880 ,34.2614054 ,,,,,,,,和歌山市磯の浦103,津波避難場所
和歌山北高等学校西校舎,西脇,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆,☆☆☆,耐震　,,,,,71.8,135.1097476 ,34.2658508 ,,,,,,3416,11944,和歌山市西庄1148-1,屋内避難場所
八幡台小学校,西脇　木本,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,23.2,135.1165190 ,34.2652086 ,,,,,,1960,4965,和歌山市西庄1110,屋内避難場所
西脇中学校,西脇,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆☆☆,耐震　,有,○,○,アルファ化米・乾パン・飲料水・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ・浄水装置,20.3,135.1163307 ,34.2645642 ,,,,,,2312,5243,和歌山市西庄1110-5,屋内避難場所
西脇小学校,西脇,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,6.3,135.1042657 ,34.2582652 ,,,,,,1707,2569,和歌山市西庄1012,屋内避難場所
西庄公園,西脇,,,,和歌山市,避難場所,地震　,,,☆☆☆,,,,,,4.5,135.1163881 ,34.2599469 ,,,,,,,13721,和歌山市西庄215,屋外避難場所
元西脇中学校跡,西脇,,,,和歌山市,避難場所,地震　,,,☆☆☆,,,,,,5.6,135.1108040 ,34.2535621 ,,,,,,,1109,和歌山市西庄1037,屋外避難場所
NTT紀三井寺社宅周辺,名草　三田,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,5.6,135.1926910 ,34.1958195 ,,,,,,,,和歌山市三葛1156,津波避難目標地点
紀の川工水洞より高台,名草,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,35,135.1971390 ,34.1664717 ,,,,,,,,和歌山市内原1756-7,津波避難目標地点
峰の地蔵尊,名草,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,60,135.1890620 ,34.1622590 ,,,,,,,,和歌山市毛見,津波避難目標地点
みちる保育園,名草,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,25,135.2014020 ,34.1688831 ,,,,,,,,和歌山市毛見435,津波避難目標地点
紀三井寺ガーデンホテルはやし,名草,,,５階以上,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,2.3,135.1866020 ,34.1848481 ,,,,,,,,和歌山市紀三井寺756,津波避難協力ビル
名草山霊園,名草,,,敷地内,和歌山市,避難場所,津波,,,☆☆☆,,,,,,40,135.1116340 ,34.1153120 ,,,,,,,,和歌山市紀三井寺1301-1,津波避難場所
名草山周辺(吉原分校）,安原,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,228,135.2003340 ,34.1932401 ,,,,,,,,和歌山市吉原1313,津波避難目標地点
名草山周辺(内原神社）,名草,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,228,135.1937200 ,34.1778059 ,,,,,,,,和歌山市内原1437,津波避難目標地点
名草山周辺(正行寺）,名草,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,228,135.1911940 ,34.1912970 ,,,,,,,,和歌山市三葛869,津波避難目標地点
名草山周辺(名草ゴルフセンター）,三田,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,228,135.1948840 ,34.1983160 ,,,,,,,,和歌山市田尻,津波避難目標地点
紀三井寺　護国院,名草,,,境内一円,和歌山市,避難場所,津波,,,☆☆☆,,,,,,43.6,135.1898850 ,34.1854239 ,,,,,,,,和歌山市紀三井寺1201,津波避難場所
本久寺,名草,,,山門前及び駐車場,和歌山市,避難場所,津波,津波浸水予測地域,,☆☆,,,,,,5.3,135.2027780 ,34.1695060 ,,,,,,,,和歌山市毛見423-1,津波避難場所
メトロヒルズ,名草,,,屋外駐車場、立体駐車場,和歌山市,避難場所,津波,津波浸水予測地域,,☆,,,,,,2.4,135.1871590 ,34.1900670 ,,,,,,,,和歌山市三葛137-1,津波避難場所
ロイヤルパインズホテル,名草,,,２階宴会場,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1.9,135.1795860 ,34.1556680 ,,,,,,,,和歌山市毛見1517,津波避難協力ビル
ファシナシオン毛見Ⅱ,名草,,,２階以上の共用部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆☆,耐震　,,,,,1.1,135.1860190 ,34.1640720 ,,,,,,,,和歌山市毛見8,津波避難協力ビル
ファシナシオン毛見,名草,,,２階以上の共用部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1.1,135.1865800 ,34.1638200 ,,,,,,,,和歌山市毛見10,津波避難協力ビル
紀州技研工業株式会社,名草,,,Ｈ棟屋上,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,3,135.1843910 ,34.1761100 ,,,,,,,,和歌山市布引469,津波避難協力ビル
紀三井寺苑,名草,,,２階以上の共用部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1.6,135.1847240 ,34.1813400 ,,,,,,,,和歌山市紀三井寺560-2,津波避難協力ビル
中央終末処理場,名草,,,屋上サッカー場,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,3.3,135.1880800 ,34.1958800 ,,,,,,,,和歌山市三葛510,津波避難協力ビル
紀三井寺陸上競技場,名草,,,スタンド部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,2.2,135.1909460 ,34.1667500 ,,,,,,,,和歌山市毛見200,津波避難協力ビル
琴の浦リハビリテーションセンター,名草,,,３階以上,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1.5,135.1851280 ,34.1579870 ,,,,,,,,和歌山市毛見1451,津波避難協力ビル
和歌山県子ども・女性・障害者相談センター,名草,,,３階多目的ホール,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1.4,135.1858720 ,34.1575620 ,,,,,,,48391,和歌山市毛見1437-218,津波避難協力ビル
明和中学校,名草（和歌浦）,,,津波予想時使用不可,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　津波浸水予測地域,☆☆☆,,耐震　,有,○,○,アルファ化米・乾パン・飲料水・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,2.7,135.1803216 ,34.1854788 ,,,,,,2809,9768,和歌山市紀三井寺832-1,"屋内避難場所 津波予想時使用不可"
名草小学校,名草,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　津波浸水予測地域,☆☆,☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,3.5,135.1907148 ,34.1787953 ,,,,,,2137,5049,和歌山市紀三井寺240,屋内避難場所
浜宮小学校,名草,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　津波浸水予測地域,☆☆☆,☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ・浄水装置,2.6,135.1962093 ,34.1706047 ,,,,,,1714,4425,和歌山市内原778-16,屋内避難場所
県立医科大学保健看護学部（体育館）,名草,,,津波予想時使用不可,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　津波浸水予測地域,☆☆,,耐震　,,,,,2.2,135.1900620 ,34.1951709 ,,,,,,241,241,和歌山市三葛580,"屋内避難場所 津波予想時使用不可"
中之島小学校,中之島,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,3.6,135.1857785 ,34.2396308 ,,,,,,1790,2974,和歌山市中之島1491,屋内避難場所
中之島公園,中之島,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,3.2,135.1870651 ,34.2395434 ,,,,,,,3974,和歌山市中之島1495,屋外避難場所
向之芝公園,中之島,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,5.1,135.1863213 ,34.2365681 ,,,,,,,1817,和歌山市中之島2251,屋外避難場所
県立体育館(駐車場含む),中之島,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆,☆☆☆,耐震　,,,,,5.6,135.1868293 ,34.2373710 ,,,,,,1911,2553,和歌山市中之島2238,屋内避難場所
北コミュニティセンター,直川,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆（注）,☆☆☆,耐震　,,,,,7.2,135.2199340 ,34.2596740 ,,,,,,785,785,和歌山市直川326-7,屋内避難場所
直川小学校,直川,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,15.3,135.2156770 ,34.2639465 ,,,,,,1199,3061,和歌山市直川1253,屋内避難場所
漁火の宿　シーサイド観潮（駐車場）,田野,,,駐車場,和歌山市,避難場所,津波,,,☆☆☆,,,,,,49.3,135.1498130 ,34.1873960 ,,,,,,,,和歌山市田野82,津波避難場所
わかうら園,田野,,,指定敷地内,和歌山市,避難場所,津波,,,☆☆☆,,,,,,39.4,135.1502130 ,34.1856600 ,,,,,,,,和歌山市田野175,津波避難場所
打越山遊歩道,高松,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,45,135.1757340 ,34.2043140 ,,,,,,,,和歌山市秋葉町1,津波避難目標地点
新堀児童遊園,高松,,,,和歌山市,避難場所,地震　津波,津波浸水予測地域,,☆☆,,,,,,4.8,135.1767026 ,34.2145633 ,,,,,,,234,和歌山市新堀東２丁目310-96,屋外避難場所
高松小学校,高松,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,津波浸水予測地域,☆☆☆,☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,4.2,135.1732151 ,34.2083352 ,,,,,,2045,3344,和歌山市東高松２丁目4-45,屋内避難場所
